type,route,lang,file,line_start,line_end,text
string:literal,(global),vi,src/components/ChatBot.jsx,133,133,tạm biệt
string:literal,(global),vi,src/components/ChatBot.jsx,134,134,Tạm biệt! Hy vọng cuộc trò chuyện về triết học hôm nay hữu ích với bạn. Chúc bạn có một ngày tốt lành và đừng quên tiếp tục khám phá thế giới triết học nhé!
string:literal,(global),vi,src/components/ChatBot.jsx,138,138,[AI] chuẩn bị gọi API cho câu hỏi:
string:literal,(global),vi,src/components/ChatBot.jsx,164,164,"[AI] phát hiện yêu cầu đang xử lý, dùng lại promise sẵn có"
string:literal,(global),vi,src/components/ChatBot.jsx,200,200,Lỗi khi gọi AI:
string:literal,(global),en,src/components/ChatBot.jsx,209,209,(\d+)s
string:literal,(global),vi,src/components/ChatBot.jsx,222,222,triết học
string:literal,(global),vi,src/components/ChatBot.jsx,222,222,"Triết học là ngành học nghiên cứu những vấn đề cơ bản về thực tại, kiến thức, giá trị và ý nghĩa."
string:literal,(global),vi,src/components/ChatBot.jsx,223,223,"Socrates là triết gia Hy Lạp cổ đại, nổi tiếng với câu ""Tôi chỉ biết rằng tôi không biết gì""."
string:literal,(global),vi,src/components/ChatBot.jsx,224,224,khổng tử
string:literal,(global),vi,src/components/ChatBot.jsx,224,224,"Khổng Tử là triết gia Trung Quốc, sáng lập Nho giáo, nhấn mạnh đạo đức."
string:literal,(global),vi,src/components/ChatBot.jsx,225,225,ý nghĩa
string:literal,(global),vi,src/components/ChatBot.jsx,225,225,Ý nghĩa cuộc sống là câu hỏi triết học cơ bản mà nhiều triết gia đã tìm cách trả lời.
string:literal,(global),vi,src/components/ChatBot.jsx,226,226,tự do
string:literal,(global),vi,src/components/ChatBot.jsx,226,226,Tự do là khả năng tự quyết định và hành động theo ý muốn của mình.
string:literal,(global),vi,src/components/ChatBot.jsx,238,238,"Xin lỗi, khóa API không có quyền truy cập. Vui lòng kiểm tra cấu hình API."
string:literal,(global),vi,src/components/ChatBot.jsx,241,241,"Xin lỗi, khóa API không hợp lệ. Vui lòng kiểm tra lại khóa API."
string:literal,(global),vi,src/components/ChatBot.jsx,244,244,"Xin lỗi, model AI hiện không khả dụng. Tôi đang sử dụng kiến thức cơ bản để trả lời. Vui lòng hỏi về các chủ đề triết học như: Socrates, Khổng Tử, đạo đức học, tồn tại, chân lý, tự do, ý nghĩa cuộc sống."
string:literal,(global),vi,src/components/ChatBot.jsx,247,247,trong giây lát
string:literal,(global),vi,src/components/ChatBot.jsx,262,262,[AI] bị chặn bởi debounce input
string:literal,(global),en,src/components/ChatBot.jsx,321,321,chatbot-scroll-locked
string:literal,(global),unknown,src/components/ChatBot.jsx,324,324,100%
string:literal,(global),en,src/components/ChatBot.jsx,327,327,chatbot-scroll-locked
string:literal,(global),en,src/components/ChatBot.jsx,329,329,chatbot-scroll-locked
string:literal,(global),en,src/components/ChatBot.jsx,337,337,chatbot-scroll-locked
string:literal,(global),en,src/components/ChatBot.jsx,339,339,chatbot-scroll-locked
string:literal,(global),en,src/components/ChatBot.jsx,369,369,chatbot-toggle-btn
string:literal,(global),en,src/components/ChatBot.jsx,373,373,w-6 h-6
string:literal,(global),en,src/components/ChatBot.jsx,383,383,chatbot-header-info
string:literal,(global),en,src/components/ChatBot.jsx,384,384,w-5 h-5 text-blue-400
string:literal,(global),en,src/components/ChatBot.jsx,387,387,flex items-center gap-2
string:literal,(global),en,src/components/ChatBot.jsx,395,395,chatbot-header-actions
string:literal,(global),en,src/components/ChatBot.jsx,399,399,Clear conversation
string:literal,(global),vi,src/components/ChatBot.jsx,399,399,Xóa cuộc trò chuyện
string:literal,(global),en,src/components/ChatBot.jsx,423,423,w-4 h-4
string:literal,(global),en,src/components/ChatBot.jsx,425,425,w-4 h-4
string:literal,(global),en,src/components/ChatBot.jsx,442,442,suggestions-container
string:literal,(global),en,src/components/ChatBot.jsx,443,443,suggestions-header
string:literal,(global),en,src/components/ChatBot.jsx,444,444,w-4 h-4
string:literal,(global),en,src/components/ChatBot.jsx,463,463,message bot-message
string:literal,(global),en,src/components/ChatBot.jsx,465,465,w-4 h-4
attr:aria-label,(global),vi,src/components/ChatBot.jsx,495,495,Gửi tin nhắn
string:literal,(global),vi,src/components/ChatBot.jsx,495,495,Gửi tin nhắn
string:literal,(global),en,src/components/ChatBot.jsx,497,497,w-5 h-5
string:literal,(global),en,src/components/Header.jsx,38,38,#home
string:literal,(global),vi,src/components/Header.jsx,43,43,Mở điều hướng
string:literal,(global),en,src/components/Header.jsx,43,43,Toggle navigation
string:literal,(global),en,src/components/Header.jsx,53,53,#home
string:literal,(global),vi,src/components/Header.jsx,53,53,Trang chủ
string:literal,(global),en,src/components/Header.jsx,54,54,#introduction
string:literal,(global),vi,src/components/Header.jsx,54,54,Giới thiệu
string:literal,(global),vi,src/components/Header.jsx,55,55,Nội dung
string:literal,(global),vi,src/components/Header.jsx,56,56,Tri thức & Thị trường
string:literal,(global),en,src/components/Header.jsx,56,56,Knowledge & Market
string:literal,(global),vi,src/components/Header.jsx,57,57,Ôn tập
string:literal,(global),en,src/components/Hero.jsx,22,22,#introduction
attr:aria-label,(global),en,src/components/Hero.jsx,24,24,Scroll down
string:literal,(global),en,src/components/Hero.jsx,24,24,Scroll down
string:literal,(global),en,src/components/HeroEn.jsx,22,22,#introduction
attr:aria-label,(global),en,src/components/HeroEn.jsx,24,24,Scroll down
string:literal,(global),en,src/components/HeroEn.jsx,24,24,Scroll down
string:literal,(global),en,src/components/InteractiveTimeline.jsx,9,9,Karl Marx
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,10,10,Phát triển lý thuyết về giai cấp và đấu tranh giai cấp
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,11,11,"Marx đặt nền móng cho lý thuyết giai cấp hiện đại, phân tích mâu thuẫn giữa tư sản và vô sản trong 'Tuyên ngôn Đảng Cộng sản' và 'Tư bản luận'."
string:literal,(global),en,src/components/InteractiveTimeline.jsx,19,19,Friedrich Engels
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,20,20,"Đồng sáng lập chủ nghĩa Mác-xít, phát triển lý thuyết về nguồn gốc gia đình"
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,21,21,Engels bổ sung quan điểm về vai trò của kinh tế trong xã hội và phân tích sự tiến hóa của các hình thái xã hội.
string:literal,(global),en,src/components/InteractiveTimeline.jsx,29,29,Vladimir Lenin
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,30,30,Phát triển lý thuyết Mác-xít trong thời đại đế quốc
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,31,31,"Lenin áp dụng và phát triển lý thuyết Mác-xít vào thực tiễn cách mạng, tạo nên chủ nghĩa Mác-Lênin."
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,39,39,Phong trào Cách mạng
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,40,40,Ứng dụng thực tiễn lý thuyết đấu tranh giai cấp
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,41,41,Các cuộc cách mạng xã hội chủ nghĩa trên thế giới chứng minh tính đúng đắn của lý thuyết đấu tranh giai cấp.
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,49,49,Thời kỳ Đổi mới
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,50,50,Vận dụng sáng tạo trong điều kiện mới
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,51,51,Việt Nam và các nước xã hội chủ nghĩa vận dụng linh hoạt lý thuyết giai cấp trong thời kỳ hội nhập và phát triển.
string:literal,(global),en,src/components/InteractiveTimeline.jsx,62,62,Karl Marx
string:literal,(global),en,src/components/InteractiveTimeline.jsx,72,72,Friedrich Engels
string:literal,(global),en,src/components/InteractiveTimeline.jsx,74,74,Engels added perspectives on the role of economics and analyzed evolution of social formations.
string:literal,(global),en,src/components/InteractiveTimeline.jsx,82,82,Vladimir Lenin
string:literal,(global),en,src/components/InteractiveTimeline.jsx,83,83,Advanced Marxism in the age of imperialism
string:literal,(global),unknown,src/components/InteractiveTimeline.jsx,84,84,"Lenin applied and developed Marxist theory in revolutionary practice, shaping Marxism–Leninism."
string:literal,(global),en,src/components/InteractiveTimeline.jsx,92,92,Revolutionary Movements
string:literal,(global),unknown,src/components/InteractiveTimeline.jsx,101,101,1975–present
string:literal,(global),en,src/components/InteractiveTimeline.jsx,102,102,Renovation Period
string:literal,(global),en,src/components/InteractiveTimeline.jsx,103,103,Creative adaptation in new conditions
string:literal,(global),en,src/components/InteractiveTimeline.jsx,127,127,timeline-container
string:literal,(global),en,src/components/InteractiveTimeline.jsx,129,129,Historical Development of Class Theory
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,129,129,Lịch Sử Phát Triển Lý Thuyết Giai Cấp
string:literal,(global),en,src/components/InteractiveTimeline.jsx,130,130,Explore the evolution of philosophical thought from Marx to the present era
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,130,130,Khám phá hành trình phát triển tư tưởng triết học từ Marx đến thời đại ngày nay
string:literal,(global),en,src/components/InteractiveTimeline.jsx,155,155,milestone-description
string:literal,(global),en,src/components/InteractiveTimeline.jsx,162,162,action-btn primary
string:literal,(global),en,src/components/InteractiveTimeline.jsx,168,168,Learn more
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,168,168,Tìm hiểu thêm
string:literal,(global),en,src/components/InteractiveTimeline.jsx,170,170,action-btn secondary
string:literal,(global),vi,src/components/InteractiveTimeline.jsx,170,170,Chia sẻ
string:literal,(global),en,src/components/InteractiveTimeline.jsx,179,179,hover-card-content
string:literal,(global),en,src/components/InteractiveTimeline.jsx,188,188,milestone-connection
string:literal,(global),unknown,src/components/InteractiveTimeline.jsx,189,189,0 0 100 50
string:literal,(global),en,src/components/InteractiveTimeline.jsx,191,191,M 10 25 Q 50 10 90 25
string:literal,(global),en,src/components/InteractiveTimeline.jsx,210,210,Reset View
string:literal,(global),vi,src/components/KnowledgeMap.jsx,10,10,Đấu Tranh Giai Cấp
string:literal,(global),vi,src/components/KnowledgeMap.jsx,15,15,Khái niệm trung tâm của lý thuyết Mác-Lênin
string:literal,(global),vi,src/components/KnowledgeMap.jsx,19,19,Giai Cấp
string:literal,(global),vi,src/components/KnowledgeMap.jsx,24,24,Nhóm người có vị trí kinh tế - xã hội giống nhau
string:literal,(global),vi,src/components/KnowledgeMap.jsx,28,28,Xung Đột
string:literal,(global),vi,src/components/KnowledgeMap.jsx,33,33,Mâu thuẫn lợi ích giữa các giai cấp
string:literal,(global),vi,src/components/KnowledgeMap.jsx,37,37,Lịch Sử
string:literal,(global),vi,src/components/KnowledgeMap.jsx,42,42,Động lực phát triển xã hội loài người
string:literal,(global),vi,src/components/KnowledgeMap.jsx,46,46,Cách Mạng
string:literal,(global),vi,src/components/KnowledgeMap.jsx,51,51,Hình thức cao nhất của đấu tranh giai cấp
string:literal,(global),vi,src/components/KnowledgeMap.jsx,55,55,Tư Sản
string:literal,(global),en,src/components/KnowledgeMap.jsx,59,59,#e74c3c
string:literal,(global),vi,src/components/KnowledgeMap.jsx,60,60,Giai cấp sở hữu tư liệu sản xuất
string:literal,(global),vi,src/components/KnowledgeMap.jsx,64,64,Vô Sản
string:literal,(global),en,src/components/KnowledgeMap.jsx,68,68,#3498db
string:literal,(global),vi,src/components/KnowledgeMap.jsx,69,69,Giai cấp lao động không sở hữu tư liệu sản xuất
string:literal,(global),vi,src/components/KnowledgeMap.jsx,73,73,Chủ Nghĩa Xã Hội
string:literal,(global),en,src/components/KnowledgeMap.jsx,77,77,#f39c12
string:literal,(global),vi,src/components/KnowledgeMap.jsx,78,78,Xã hội không còn đối kháng giai cấp
string:literal,(global),vi,src/components/KnowledgeMap.jsx,82,82,Chủ Nghĩa Cộng Sản
string:literal,(global),en,src/components/KnowledgeMap.jsx,86,86,#9b59b6
string:literal,(global),vi,src/components/KnowledgeMap.jsx,87,87,Xã hội lý tưởng không có giai cấp
string:literal,(global),en,src/components/KnowledgeMap.jsx,107,107,Class Struggle
string:literal,(global),unknown,src/components/KnowledgeMap.jsx,107,107,Central concept in Marxist–Leninist theory
string:literal,(global),en,src/components/KnowledgeMap.jsx,108,108,Group sharing similar socio-economic position
string:literal,(global),en,src/components/KnowledgeMap.jsx,109,109,Contradictory interests among classes
string:literal,(global),en,src/components/KnowledgeMap.jsx,110,110,Motor of human social development
string:literal,(global),en,src/components/KnowledgeMap.jsx,112,112,#e74c3c
string:literal,(global),en,src/components/KnowledgeMap.jsx,112,112,Class owning means of production
string:literal,(global),en,src/components/KnowledgeMap.jsx,113,113,#3498db
string:literal,(global),en,src/components/KnowledgeMap.jsx,114,114,#f39c12
string:literal,(global),en,src/components/KnowledgeMap.jsx,115,115,#9b59b6
string:literal,(global),en,src/components/KnowledgeMap.jsx,115,115,Classless society with human emancipation
string:literal,(global),vi,src/components/KnowledgeMap.jsx,144,144,Tìm hiểu thêm
string:literal,(global),en,src/components/KnowledgeMap.jsx,219,219,knowledge-map-container
string:literal,(global),en,src/components/KnowledgeMap.jsx,220,220,knowledge-map-header
string:literal,(global),en,src/components/KnowledgeMap.jsx,221,221,Philosophical Knowledge Map
string:literal,(global),vi,src/components/KnowledgeMap.jsx,221,221,Bản Đồ Tri Thức Triết Học
string:literal,(global),vi,src/components/KnowledgeMap.jsx,222,222,Khám phá mối liên kết giữa các khái niệm trong lý thuyết đấu tranh giai cấp
string:literal,(global),en,src/components/KnowledgeMap.jsx,230,230,Search concept...
string:literal,(global),vi,src/components/KnowledgeMap.jsx,230,230,Tìm kiếm khái niệm...
string:literal,(global),en,src/components/KnowledgeMap.jsx,260,260,Reset View
string:literal,(global),unknown,src/components/KnowledgeMap.jsx,269,269,0 0 800 600
string:literal,(global),unknown,src/components/KnowledgeMap.jsx,283,283,3.5
string:literal,(global),unknown,src/components/KnowledgeMap.jsx,287,287,"0 0, 10 3.5, 0 7"
string:literal,(global),unknown,src/components/KnowledgeMap.jsx,288,288,#666
string:literal,(global),en,src/components/KnowledgeMap.jsx,311,311,#ddd
string:literal,(global),en,src/components/KnowledgeMap.jsx,343,343,#fff
string:literal,(global),en,src/components/KnowledgeMap.jsx,367,367,#2c3e50
string:literal,(global),en,src/components/KnowledgeMap.jsx,390,390,node-details-panel
string:literal,(global),en,src/components/KnowledgeMap.jsx,433,433,Learn more
string:literal,(global),vi,src/components/KnowledgeMap.jsx,433,433,Tìm hiểu thêm
string:literal,(global),en,src/components/KnowledgeMap.jsx,435,435,action-btn secondary
string:literal,(global),vi,src/components/KnowledgeMap.jsx,435,435,Chia sẻ
string:literal,(global),en,src/components/KnowledgeMap.jsx,444,444,Legend:
string:literal,(global),vi,src/components/KnowledgeMap.jsx,444,444,Chú thích:
string:literal,(global),en,src/components/KnowledgeMap.jsx,447,447,legend-color center
string:literal,(global),en,src/components/KnowledgeMap.jsx,448,448,Central concept
string:literal,(global),vi,src/components/KnowledgeMap.jsx,448,448,Khái niệm trung tâm
string:literal,(global),en,src/components/KnowledgeMap.jsx,451,451,legend-color main
string:literal,(global),en,src/components/KnowledgeMap.jsx,452,452,Main concept
string:literal,(global),vi,src/components/KnowledgeMap.jsx,452,452,Khái niệm chính
string:literal,(global),en,src/components/KnowledgeMap.jsx,455,455,legend-color sub
string:literal,(global),en,src/components/KnowledgeMap.jsx,456,456,Sub concept
string:literal,(global),vi,src/components/KnowledgeMap.jsx,456,456,Khái niệm phụ
string:literal,(global),en,src/components/LanguageToggle.jsx,8,8,lang-toggle-wrapper
attr:aria-label,(global),en,src/components/LanguageToggle.jsx,9,9,Switch language
string:literal,(global),en,src/components/LanguageToggle.jsx,9,9,Switch language
string:literal,(global),vi,src/components/ReadingProgressDashboard.jsx,25,25,Lý Thuyết Nền Tảng
string:literal,(global),vi,src/components/ReadingProgressDashboard.jsx,26,26,Vai Trò Lịch Sử
string:literal,(global),vi,src/components/ReadingProgressDashboard.jsx,27,27,Tương Lai Xã Hội
string:literal,(global),vi,src/components/ReadingProgressDashboard.jsx,28,28,Kết Luận
string:literal,(global),vi,src/components/ReadingProgressDashboard.jsx,33,33,Tiến trình học tập Triết học Mác-Lênin
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,64,65,", month:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,65,66,", year:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,66,67,", hour:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,67,68,", minute:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,155,155,", label:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,155,155,", icon:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,156,156,", label:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,156,156,", icon:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,157,157,", label:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,157,157,", icon:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,158,158,", label:"
string:literal,(global),en,src/components/ReadingProgressDashboard.jsx,158,158,", icon:"
string:literal,(global),en,src/context/ReadingProgressContext.jsx,8,8,useReadingProgress must be used within ReadingProgressProvider
string:literal,(global),en,src/context/ReadingProgressContext.jsx,25,25,philosophyReadingProgress
string:literal,(global),en,src/context/ReadingProgressContext.jsx,33,33,philosophyReadingProgress
string:literal,(global),unknown,src/context/ReadingProgressContext.jsx,159,159,1.0
string:literal,(global),vi,src/data/quizData,3,3,"Theo C. Mác, hàng hóa có hai thuộc tính cơ bản là gì?"
string:literal,(global),vi,src/data/quizData,4,4,Giá cả & chi phí sản xuất
string:literal,(global),vi,src/data/quizData,4,4,Giá trị sử dụng & giá trị
string:literal,(global),vi,src/data/quizData,4,4,Doanh thu & lợi nhuận
string:literal,(global),vi,src/data/quizData,4,4,Cung & cầu
string:literal,(global),vi,src/data/quizData,5,5,Giá trị sử dụng & giá trị
string:literal,(global),vi,src/data/quizData,6,6,"Hàng hóa vừa có công dụng (giá trị sử dụng), vừa kết tinh lao động xã hội (giá trị)."
string:literal,(global),vi,src/data/quizData,9,9,Chức năng nào dưới đây KHÔNG thuộc 5 chức năng kinh điển của tiền?
string:literal,(global),vi,src/data/quizData,10,10,Thước đo giá trị
string:literal,(global),vi,src/data/quizData,10,10,Phương tiện lưu thông
string:literal,(global),vi,src/data/quizData,10,10,Phương tiện đầu tư sinh lời
string:literal,(global),vi,src/data/quizData,10,10,Phương tiện thanh toán
string:literal,(global),vi,src/data/quizData,11,11,Phương tiện đầu tư sinh lời
string:literal,(global),vi,src/data/quizData,12,12,"5 chức năng: thước đo giá trị, phương tiện lưu thông, cất trữ, thanh toán, tiền tệ thế giới."
string:literal,(global),unknown,src/data/quizData,16,16,1.600
string:literal,(global),unknown,src/data/quizData,16,16,2.400
string:literal,(global),unknown,src/data/quizData,16,16,3.200
string:literal,(global),unknown,src/data/quizData,16,16,4.800
string:literal,(global),unknown,src/data/quizData,17,17,2.400
string:literal,(global),vi,src/data/quizData,21,21,Phát biểu ĐÚNG về dịch vụ là:
string:literal,(global),vi,src/data/quizData,23,23,Có thể lưu kho như hàng hóa vật thể
string:literal,(global),vi,src/data/quizData,24,24,Sản xuất và tiêu dùng thường diễn ra đồng thời
string:literal,(global),vi,src/data/quizData,25,25,Không cần lao động xã hội
string:literal,(global),vi,src/data/quizData,26,26,Luôn đồng nhất về chất lượng giữa các lần cung ứng
string:literal,(global),vi,src/data/quizData,28,28,Sản xuất và tiêu dùng thường diễn ra đồng thời
string:literal,(global),vi,src/data/quizData,32,32,"Trong giao dịch đất đai, thực chất các bên trao đổi điều gì?"
string:literal,(global),vi,src/data/quizData,34,34,Đất đai như một hàng hóa vật thể
string:literal,(global),vi,src/data/quizData,35,35,Quyền sở hữu đất tuyệt đối
string:literal,(global),vi,src/data/quizData,36,36,Dịch vụ môi giới đi kèm
string:literal,(global),vi,src/data/quizData,37,37,"Quyền sử dụng đất (thời hạn, mục đích, chuyển nhượng…)"
string:literal,(global),vi,src/data/quizData,39,39,"Quyền sử dụng đất (thời hạn, mục đích, chuyển nhượng…)"
string:literal,(global),vi,src/data/quizData,40,40,Tính “hàng hóa” nằm ở quyền sử dụng chứ không phải bản thân đất.
string:literal,(global),vi,src/data/quizData,43,43,"Theo Mác, khái niệm “tư bản giả” mô tả đúng nhất là:"
string:literal,(global),vi,src/data/quizData,45,45,Máy móc và nhà xưởng dùng trong sản xuất
string:literal,(global),vi,src/data/quizData,46,46,Hàng hóa tiêu dùng lâu bền
string:literal,(global),vi,src/data/quizData,47,47,"Giấy tờ có giá biểu thị quyền đòi thu nhập tương lai (cổ phiếu, trái phiếu…)"
string:literal,(global),vi,src/data/quizData,48,48,Tiền vàng dùng làm thước đo giá trị
string:literal,(global),vi,src/data/quizData,50,50,"Giấy tờ có giá biểu thị quyền đòi thu nhập tương lai (cổ phiếu, trái phiếu…)"
string:literal,(global),vi,src/data/quizData,51,51,Chúng không trực tiếp vận động trong sản xuất như tư bản thực.
string:literal,(global),vi,src/data/quizData,54,54,Định nghĩa thị trường được hiểu đúng nhất là:
string:literal,(global),vi,src/data/quizData,56,56,"Chỉ nơi mua bán trực tiếp (chợ, siêu thị)"
string:literal,(global),vi,src/data/quizData,57,57,Chỉ quan hệ cung–cầu trên sàn chứng khoán
string:literal,(global),vi,src/data/quizData,58,58,Tổng hòa các quan hệ kinh tế mua–bán nơi giá & lượng được hình thành
string:literal,(global),vi,src/data/quizData,59,59,Chỉ giao dịch giữa các quốc gia
string:literal,(global),vi,src/data/quizData,61,61,Tổng hòa các quan hệ kinh tế mua–bán nơi giá & lượng được hình thành
string:literal,(global),vi,src/data/quizData,62,62,"Bao gồm cả cấp độ cụ thể và trừu tượng (cung–cầu, giá cả)."
string:literal,(global),vi,src/data/quizData,65,65,Phát biểu nào phản ánh ĐÚNG đặc trưng của nền kinh tế thị trường hiện đại?
string:literal,(global),vi,src/data/quizData,67,67,Nhà nước không can thiệp vào kinh tế
string:literal,(global),vi,src/data/quizData,68,68,Giá cả chủ yếu do mệnh lệnh hành chính
string:literal,(global),vi,src/data/quizData,70,70,Đóng cửa với thị trường quốc tế
string:literal,(global),vi,src/data/quizData,73,73,Kinh tế thị trường có điều tiết (hỗn hợp) để sửa thất bại thị trường và ổn định vĩ mô.
string:literal,(global),vi,src/data/quizData,76,76,"Theo quy luật giá trị và cạnh tranh nội bộ ngành: khi DN hạ giá trị cá biệt thấp hơn đối thủ, hệ quả điển hình là:"
string:literal,(global),vi,src/data/quizData,78,78,Giá trị thị trường tăng lên ngay
string:literal,(global),vi,src/data/quizData,80,80,Tất cả doanh nghiệp đều có siêu lợi nhuận
string:literal,(global),vi,src/data/quizData,81,81,Cầu xã hội đối với hàng hóa đó giảm
string:literal,(global),vi,src/data/quizData,84,84,Cải tiến kỹ thuật kéo mặt bằng chi phí và giá trị thị trường xuống.
string:literal,(global),vi,src/data/quizData,87,87,"Trong NGẮN HẠN, khi cầu một hàng hóa tăng đột ngột (cung chưa kịp điều chỉnh), giá cả thường:"
string:literal,(global),vi,src/data/quizData,88,88,Bằng đúng giá trị
string:literal,(global),vi,src/data/quizData,88,88,Vượt lên trên giá trị
string:literal,(global),vi,src/data/quizData,88,88,Thấp hơn giá trị
string:literal,(global),vi,src/data/quizData,88,88,Không đổi
string:literal,(global),vi,src/data/quizData,89,89,Vượt lên trên giá trị
string:literal,(global),en,src/data/quizDataEn.js,3,3,"According to Karl Marx, what are the two fundamental attributes of a commodity?"
string:literal,(global),en,src/data/quizDataEn.js,4,4,Price & production cost
string:literal,(global),en,src/data/quizDataEn.js,4,4,Use-value & value
string:literal,(global),en,src/data/quizDataEn.js,4,4,Revenue & profit
